                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3774,                 1.7405,                  1.434,                 0.5132,                0.41257,                0.40798,                0.19741,                 1.9373,                 2.3791,                 1.9686,             0.00066456,             0.00066456,             0.00066456
